record_id,source_record_id,scenario_family,source_name,source_url,source_basis,source_file,event_type,biz_step,product,product_category,lot_or_batch,observed_text,expected_ctes,expected_abstentions,gold_label_method
web2000-0011,00000012,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Besan chilla with stuffed chciken,"Dietary supplements,Bodybuilding supplements,Groceries,Supplement",,"Open Food Facts product metadata row code 00000012; product_name=Besan chilla with stuffed chciken; brands=Toneop; quantity=830 g; categories=Dietary supplements,Bodybuilding supplements,Groceries,Supplement; countries=Germany; stores=https://supplements-online.ecwid.com/Instructions-for-discounts-on-herbalife-products-p210989798",[],[],product_metadata_not_transaction_event
web2000-0012,00000013,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Powdered peanut butter,"Snacks, Meals, Rice dishes, Risottos, Powder peanut butter",,"Open Food Facts product metadata row code 00000013; product_name=Powdered peanut butter; brands=Pbfit; quantity=300 g; packaging=pot plastique; categories=Snacks, Meals, Rice dishes, Risottos, Powder peanut butter; countries=en:Switzerland; stores=TGV; ingredients_text=Water, Leptospermum Scoparium Mel (Manuka Honey), Sodium C14-C16 Olefin Sulfonate, Cocamide DIPA , Cocamidopropyl Betaine (Coconut Oil), Cocamidopropyl Betaine (Coconut Oil), Glycereth-2 Cocoate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Malus Domestica F...",[],[],product_metadata_not_transaction_event
web2000-0013,00000015,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Madeleines ChocoLait,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat",,"Open Food Facts product metadata row code 00000015; product_name=Madeleines ChocoLait; brands=Apple bandit; quantity=1000 g; packaging=Plastique, Carton; categories=Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat; countries=France; ingredients_text=Farine de blé 27%, chocolat au lait 18% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, huile de colza, œufs de poules élevées en plein air 14.5%, sirop de glucose-fructose, s...",[],[],product_metadata_not_transaction_event
web2000-0014,00000016,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,velvety vanilla cake mix,"Dietary supplements, Vitamins",,"Open Food Facts product metadata row code 00000016; product_name=velvety vanilla cake mix; brands=betty crocker; categories=Dietary supplements, Vitamins; ingredients_text=Beef liver",[],[],product_metadata_not_transaction_event
web2000-0015,00000017,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Collagen For Her,,,"Open Food Facts product metadata row code 00000017; product_name=Collagen For Her; brands=Bodylab; quantity=1.0 kg; countries=Ireland, en:france; ingredients_text=whey protein concentrate, milk protein concentrate, flavoring, thickener (xanthan gum), sweetener (sucralose)",[],[],product_metadata_not_transaction_event
web2000-0016,00000018,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Chocolate peanut butter protein,"Fasern,Pflanzliche Lebensmittel",,"Open Food Facts product metadata row code 00000018; product_name=Chocolate peanut butter protein; brands=Pays Gourmand; categories=Fasern,Pflanzliche Lebensmittel; countries=Irland, Germany",[],[],product_metadata_not_transaction_event
web2000-0017,00000019,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Erdbeeren,,,Open Food Facts product metadata row code 00000019; product_name=Erdbeeren; brands=BeerenBrüder; quantity=250g; countries=en:germany,[],[],product_metadata_not_transaction_event
web2000-0018,00000020,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Nesquik moins de sucre,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Quatre-quarts, Gâteaux au chocolat, Madeleines, Madeleines au chocolat",,"Open Food Facts product metadata row code 00000020; product_name=Nesquik moins de sucre; brands=Nestlé; quantity=1080 g / 50 madeleines; packaging=1 boîte en carton à recycler 50 sachets individuels à recycler; categories=Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Quatre-quarts, Gâteaux au chocolat, Madeleines, Madeleines au chocolat; manufacturing_places=Saint-Yrieix,France; countries=Frankreich, Germany; stores=magasin d'usine,magasin Bijou bordeaux,magasin Bijou Brive; ingredients_text=Nuts (Peanuts, Almonds), Prebiotic Blend (Tapioca Fiber, Vegetable Fiber), Protein Blend (Pea Protein Crisps [Pea Protein, Tapioca Starch], Pea Protein), Natural Flavors, Peanut Flour, Coconut Oil, Unsweetened Chocolate, Cocoa, Cocoa Butter, Sea Salt, Lion'...",[],[],product_metadata_not_transaction_event
web2000-0019,00000021,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Inulin Prebiotic Fiber,,,Open Food Facts product metadata row code 00000021; product_name=Inulin Prebiotic Fiber; brands=It's Just!; countries=en:France; ingredients_text=Inulin Prebiotic Fiber (Chicory Root Powder),[],[],product_metadata_not_transaction_event
web2000-0020,00000022,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Farandole de madeleine,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat, Madeleines longues",,"Open Food Facts product metadata row code 00000022; product_name=Farandole de madeleine; brands=Coca-Cola; quantity=590 g; packaging=Boîte en carton, Film en plastique; categories=Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat, Madeleines longues; countries=Brasil; ingredients_text=Madeleines ChocoNoir - Madeleines nappées de chocolat noir : farine de blé 27%, chocolat noir 18% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, huile de colza, œuf...",[],[],product_metadata_not_transaction_event
web2000-0021,00000024,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Croccante con pistacchi e miele,it:bieta da costa,,"Open Food Facts product metadata row code 00000024; product_name=Croccante con pistacchi e miele; brands=NUTELLA; packaging=Packung(en); categories=it:bieta da costa; countries=Belgien, Germany; ingredients_text=Pommes séchées - Dried Apple* Origine: Autriche - Origin: Austria Ce produit provient d'une fabrique où les noix, cacahuètes, sésame, blé et gluten sont utilisés. This producti 024",[],[],product_metadata_not_transaction_event
web2000-0022,00000025,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Frog Fuel Power Protein,Protein,,"Open Food Facts product metadata row code 00000025; product_name=Frog Fuel Power Protein; brands=Frog Fuel; quantity=610 g; categories=Protein; countries=en:France; ingredients_text=glucose syrup, sugar, water, pectin, black carrot concentrate and chlorophyll (color), citric acid, trisodium citrate, natural flavor",[],[],product_metadata_not_transaction_event
web2000-0023,00000026,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,The Smartest Cookie,,,"Open Food Facts product metadata row code 00000026; product_name=The Smartest Cookie; brands=People's Choice Beef Jerky; countries=España; ingredients_text=beef, seasoning (sugar, garlic, onion, salt, spices), soy sauce (water, wheat, soybeans, salt), water, liquid smoke, sodium nitrite",[],[],product_metadata_not_transaction_event
web2000-0024,00000027,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Volle yoghurt,"Beverages and beverages preparations, Beverages",,"Open Food Facts product metadata row code 00000027; product_name=Volle yoghurt; brands=Zuivelmeester; quantity=700 ml; categories=Beverages and beverages preparations, Beverages; countries=Frankreich, Germany; ingredients_text=NIK ODŻYWCZY WSPIERA PRAWIDŁOWE FUNKCJONOWANIE ORGANIZMU ZESKANUJ WIĘCEJA SPOTKAJMY SIN SPRÓBLU JAK PYSZNA IWARTOŚCIOWA MOŻE BYĆ TWOJA PRZEKĄSKA mieste dal twistenue p amach ne zachowania",[],[],product_metadata_not_transaction_event
web2000-0025,00000028,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Hershey’s Syrup,"Beverages and beverages preparations, Beverages, Supplement",,"Open Food Facts product metadata row code 00000028; product_name=Hershey’s Syrup; brands=Hershey’s; quantity=700ml; packaging=Plastic; categories=Beverages and beverages preparations, Beverages, Supplement; manufacturing_places=Canada; countries=Germany, United States, en:france; ingredients_text=Organic Defatted Hemp Seed Powder. Certified Organic by Quality Assurance International (QA).",[],[],product_metadata_not_transaction_event
web2000-0026,00000029,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Anthony's Organic Cocoa Butter Chunks,"Sandwiches, Wraps",,"Open Food Facts product metadata row code 00000029; product_name=Anthony's Organic Cocoa Butter Chunks; brands=Anthony's; categories=Sandwiches, Wraps; countries=United States; ingredients_text=Allulose",[],[],product_metadata_not_transaction_event
web2000-0027,00000031,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Lindt Vollmilch Schokolade,"Dried products, Dried products to be rehydrated, Broths, Dehydrated broths, Bouillon cubes",,"Open Food Facts product metadata row code 00000031; product_name=Lindt Vollmilch Schokolade; brands=Lindt; quantity=100g; categories=Dried products, Dried products to be rehydrated, Broths, Dehydrated broths, Bouillon cubes; countries=Frankreich, Germany; stores=Tesco; ingredients_text=salt, potato starch, palm oil, yeast extract, sugar, chicken fat, flavouring, chicken powder, onion powder, turmeric powder, celery seed, parsley, rice flour, black pepper, lemon juice powder",[],[],product_metadata_not_transaction_event
web2000-0028,00000033,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Vegan Protein 3k Chocolate Flavor,,,Open Food Facts product metadata row code 00000033; product_name=Vegan Protein 3k Chocolate Flavor; brands=nu³; countries=European Union; ingredients_text=MAT TRACCIATO PERONI 10 INDISCUTIBILME 46,[],[],product_metadata_not_transaction_event
web2000-0029,00000034,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Graines de Chia,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Chia",,"Open Food Facts product metadata row code 00000034; product_name=Graines de Chia; brands=Nestle Carnation; quantity=1kg; packaging=Plastique; categories=Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Chia; countries=France; ingredients_text=Graines de chia",[],[],product_metadata_not_transaction_event
web2000-0030,00000035,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Cardiofitmd,,,"Open Food Facts product metadata row code 00000035; product_name=Cardiofitmd; brands=1MD Nutrition; quantity=600 g; packaging=Plastique; countries=en:FR; ingredients_text=Oat Fiber, Tahl Gum (Acacia seyal), Apple Fiber, Guar Gum, Rice Bran Fiber, Beet Root Powder, Beet Juice Powder, Rhodiola Root Powder, Bacillus Coagulans, Natural Vanilla and Lemonade Flavors, Other Natural Flavors, Malic Acid, Stevia Leaf Extract, Fumaric...",[],[],product_metadata_not_transaction_event
web2000-0031,00000036,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Multi Patents Collagen Peptides,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Madeleines, Long madeleines",,"Open Food Facts product metadata row code 00000036; product_name=Multi Patents Collagen Peptides; brands=VEV; quantity=490 g; categories=Snacks, Sweet snacks, Biscuits and cakes, Cakes, Madeleines, Long madeleines; countries=France; ingredients_text=Multi Collagen Complex, Hydrolyzed Bovine Collagen Peptides, Hydrolyzed Fish Collagen Peptides, Chicken Bone Broth Protein Concentrate, Eggshell Membrane Collagen, Hyaluronic Acid, Superfoods Blend (Millet, Amaranth, Apple Pulp, Kale, Quinoa, Buckwheat, Cin...",[],[],product_metadata_not_transaction_event
web2000-0032,00000037,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Sea Moss Gummies,,,"Open Food Facts product metadata row code 00000037; product_name=Sea Moss Gummies; brands=Just Nutrients; quantity=1.5 kg; countries=selestosina; ingredients_text=Glucose Syrup, Sugar, Water, Citric Acid, Pectin, Natural Flavors, Sodium Citrate, Coconut Oil, Carnauba Wax",[],[],product_metadata_not_transaction_event
web2000-0033,00000038,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Madeleines,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Madeleines",,"Open Food Facts product metadata row code 00000038; product_name=Madeleines; brands=Bijou; categories=Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Madeleines; countries=France",[],[],product_metadata_not_transaction_event
web2000-0034,00000039,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Yerba Mate,,,Open Food Facts product metadata row code 00000039; product_name=Yerba Mate; brands=microingredients; quantity=1 kg; manufacturing_places=Argentine; countries=France; stores=internet; ingredients_text=Nutrition Facts 20 servings per container Serving size (1.7oz.) in 16.9 fl.oz.water Amount per serving Calories 21 Total Carbohydrate 4.7mg Protein 0.6g Total Fat Og % Daily Value* 2% 1% 0% Saturated Fat Og Trans Fat Og Dietary Fiber Og 0% 0% 0% Sodium 6mg...,[],[],product_metadata_not_transaction_event
web2000-0035,00000040,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,scourban Plus 100 ml,,,Open Food Facts product metadata row code 00000040; product_name=scourban Plus 100 ml; brands=Amazing grass; countries=en:Ireland,[],[],product_metadata_not_transaction_event
web2000-0036,00000041,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Confiture de Grenade aux fruits secs Rihana,"Plant-based foods and beverages, Plant-based foods, Pastas",,"Open Food Facts product metadata row code 00000041; product_name=Confiture de Grenade aux fruits secs Rihana; brands=Hua Lian Food; quantity=250g; categories=Plant-based foods and beverages, Plant-based foods, Pastas; countries=Alemania,España",[],[],product_metadata_not_transaction_event
web2000-0037,00000042,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Multivitamins & Minerals,"Compléments alimentaires, Vitamines",,"Open Food Facts product metadata row code 00000042; product_name=Multivitamins & Minerals; brands=Seara; quantity=180 comprimés; packaging=Plastique; categories=Compléments alimentaires, Vitamines; manufacturing_places=uk; countries=Belgien, Germany; stores=Amazon; ingredients_text=La cellulose Microcristalline, Maltodextrine, Calcium (Carbonate de Calcium), Vitamine C (Acide ascorbique), Magnésium (0xyde de Magnésium), Fécule de maïis, Vitamine B3 (Nicotinamide), Fer (Fumarate Ferreux), Vitamine E (D-a Acétate de tocophéryle), Palmit...",[],[],product_metadata_not_transaction_event
web2000-0038,00000043,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Butter Burst,pt:pão com queijo,,"Open Food Facts product metadata row code 00000043; product_name=Butter Burst; brands=Herbalife; quantity=30 compresse; packaging=Boîte; categories=pt:pão com queijo; countries=Francia,España",[],[],product_metadata_not_transaction_event
web2000-0039,00000044,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Mozzarella,,,Open Food Facts product metadata row code 00000044; product_name=Mozzarella; brands=I formaggi nobili; countries=en:Ireland,[],[],product_metadata_not_transaction_event
web2000-0040,00000045,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Gummie,en:vegetable-gyoza,,"Open Food Facts product metadata row code 00000045; product_name=Gummie; categories=en:vegetable-gyoza; countries=en:Ireland; ingredients_text=acrylate adhesive, polyester, silicone adhesive",[],[],product_metadata_not_transaction_event
web2000-0041,00000046,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,1up,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Brazil nuts, Protein",,"Open Food Facts product metadata row code 00000046; product_name=1up; brands=Streawberry shortcake; quantity=16 oz; packaging=en:card-pot; categories=Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Brazil nuts, Protein; countries=United Kingdom",[],[],product_metadata_not_transaction_event
web2000-0042,00000047,open_food_facts_product_metadata,Open Food Facts static bulk TSV,https://static.openfoodfacts.org/data/en.openfoodfacts.org.products.csv.gz,Public Open Food Facts product metadata row streamed from the static bulk dataset.,en.openfoodfacts.org.products.csv.gz,product_metadata,,Confirure de fruits rouges,,,Open Food Facts product metadata row code 00000047; product_name=Confirure de fruits rouges; brands=Nature's Bounty; countries=en:fr,[],[],product_metadata_not_transaction_event
